State,District,Irrigation_Type,Water_Availability,Groundwater_Level
Maharashtra,Nagpur,Sprinkler,Low,182.5
Maharashtra,Nagpur,Rainfed Only,Low,81.8
Maharashtra,Nagpur,Canal Flood,Medium,76.7
Maharashtra,Nagpur,Drip,Medium,89.9
Maharashtra,Nagpur,Canal Flood,Medium,47.2
Maharashtra,Nagpur,Canal Flood,High,103.5
Maharashtra,Nagpur,Drip,High,66.9
Maharashtra,Nagpur,Rainfed Only,High,128.2
Maharashtra,Nagpur,Sprinkler,Low,79.3
Maharashtra,Nagpur,Drip,Medium,67.4
Maharashtra,Nagpur,Sprinkler,Low,89.7
Maharashtra,Nagpur,Drip,Medium,69.3
Maharashtra,Nagpur,Rainfed Only,High,93.6
Maharashtra,Nagpur,Canal Flood,Low,109.0
Maharashtra,Nagpur,Canal Flood,High,97.3
Maharashtra,Nagpur,Drip,High,117.6
Maharashtra,Nagpur,Sprinkler,Low,59.2
Maharashtra,Nagpur,Rainfed Only,High,116.2
Maharashtra,Nagpur,Rainfed Only,High,64.3
Maharashtra,Nagpur,Drip,High,99.3
Maharashtra,Nagpur,Sprinkler,Medium,73.4
Maharashtra,Nagpur,Canal Flood,High,44.0
Maharashtra,Nagpur,Canal Flood,Low,73.4
Maharashtra,Nagpur,Sprinkler,Medium,83.0
Maharashtra,Nagpur,Sprinkler,High,58.7
Maharashtra,Nagpur,Rainfed Only,Low,72.8
Maharashtra,Nagpur,Drip,Medium,53.3
Maharashtra,Nagpur,Drip,Medium,100.8
Maharashtra,Nagpur,Canal Flood,Medium,87.2
Maharashtra,Nagpur,Rainfed Only,Low,108.8
Maharashtra,Nagpur,Rainfed Only,High,84.5
Maharashtra,Nagpur,Canal Flood,High,87.3
Maharashtra,Nagpur,Rainfed Only,Low,76.5
Maharashtra,Nagpur,Canal Flood,Medium,115.3
Maharashtra,Nagpur,Canal Flood,High,59.6
Maharashtra,Nagpur,Canal Flood,Medium,90.1
Maharashtra,Nagpur,Rainfed Only,Medium,94.3
Maharashtra,Nagpur,Canal Flood,Low,83.8
Maharashtra,Nagpur,Drip,Low,82.5
Maharashtra,Nagpur,Canal Flood,High,58.2
Maharashtra,Nagpur,Drip,High,84.2
Maharashtra,Nagpur,Sprinkler,Low,120.8
Maharashtra,Nagpur,Canal Flood,Medium,113.8
Maharashtra,Nagpur,Sprinkler,Medium,74.3
Maharashtra,Nagpur,Drip,High,110.0
Maharashtra,Nagpur,Drip,High,109.6
Maharashtra,Nagpur,Sprinkler,Medium,96.9
Maharashtra,Nagpur,Canal Flood,High,123.5
Maharashtra,Nagpur,Rainfed Only,Medium,130.9
Maharashtra,Nagpur,Sprinkler,Low,86.3
Punjab,Ludhiana,Rainfed Only,High,117.9
Punjab,Ludhiana,Rainfed Only,High,8.4
Punjab,Ludhiana,Canal Flood,Medium,61.9
Punjab,Ludhiana,Sprinkler,High,36.7
Punjab,Ludhiana,Rainfed Only,Low,85.2
Punjab,Ludhiana,Canal Flood,Low,92.0
Punjab,Ludhiana,Drip,Low,101.9
Punjab,Ludhiana,Canal Flood,High,118.3
Punjab,Ludhiana,Sprinkler,High,40.4
Punjab,Ludhiana,Drip,High,100.9
Punjab,Ludhiana,Canal Flood,Low,52.4
Punjab,Ludhiana,Sprinkler,Low,107.8
Punjab,Ludhiana,Drip,Low,56.5
Punjab,Ludhiana,Drip,Low,61.9
Punjab,Ludhiana,Drip,High,40.3
Punjab,Ludhiana,Drip,Low,68.0
Punjab,Ludhiana,Drip,Medium,121.5
Punjab,Ludhiana,Canal Flood,Low,46.2
Punjab,Ludhiana,Rainfed Only,Low,92.4
Punjab,Ludhiana,Sprinkler,Low,113.4
Punjab,Ludhiana,Rainfed Only,Low,94.2
Punjab,Ludhiana,Rainfed Only,High,72.3
Punjab,Ludhiana,Drip,Low,75.6
Punjab,Ludhiana,Rainfed Only,Medium,78.2
Punjab,Ludhiana,Drip,High,39.2
Punjab,Ludhiana,Sprinkler,High,78.7
Punjab,Ludhiana,Rainfed Only,High,73.7
Punjab,Ludhiana,Drip,Low,121.7
Punjab,Ludhiana,Rainfed Only,Medium,87.0
Punjab,Ludhiana,Rainfed Only,Medium,84.3
Punjab,Ludhiana,Drip,Low,96.3
Punjab,Ludhiana,Drip,Medium,125.7
Punjab,Ludhiana,Rainfed Only,Medium,106.8
Punjab,Ludhiana,Sprinkler,High,43.6
Punjab,Ludhiana,Rainfed Only,High,95.3
Punjab,Ludhiana,Drip,Medium,75.5
Punjab,Ludhiana,Canal Flood,High,95.5
Punjab,Ludhiana,Sprinkler,Low,69.7
Punjab,Ludhiana,Rainfed Only,Medium,58.5
Punjab,Ludhiana,Drip,High,49.0
Punjab,Ludhiana,Sprinkler,Low,60.5
Punjab,Ludhiana,Drip,Medium,132.4
Punjab,Ludhiana,Rainfed Only,Low,132.7
Punjab,Ludhiana,Drip,High,120.7
Punjab,Ludhiana,Rainfed Only,Low,107.8
Punjab,Ludhiana,Sprinkler,High,119.7
Punjab,Ludhiana,Canal Flood,High,92.5
Punjab,Ludhiana,Rainfed Only,Low,111.2
Punjab,Ludhiana,Rainfed Only,Medium,90.7
Punjab,Ludhiana,Sprinkler,Low,80.9
Punjab,Ludhiana,Rainfed Only,High,75.6
Punjab,Ludhiana,Drip,High,123.6
Punjab,Ludhiana,Sprinkler,High,46.3
Punjab,Ludhiana,Drip,Low,24.8
Punjab,Ludhiana,Sprinkler,Medium,102.7
Punjab,Ludhiana,Canal Flood,Low,94.4
Punjab,Ludhiana,Drip,Medium,123.3
Punjab,Ludhiana,Rainfed Only,High,72.6
Punjab,Ludhiana,Drip,High,119.6
Punjab,Ludhiana,Canal Flood,Low,90.7
Punjab,Ludhiana,Rainfed Only,High,95.6
Punjab,Ludhiana,Drip,Medium,124.7
Punjab,Ludhiana,Rainfed Only,Medium,94.9
Punjab,Ludhiana,Sprinkler,Low,78.5
Punjab,Ludhiana,Canal Flood,High,131.4
Punjab,Ludhiana,Canal Flood,Low,86.2
Punjab,Ludhiana,Drip,High,40.0
Punjab,Ludhiana,Sprinkler,High,74.0
Punjab,Ludhiana,Canal Flood,Medium,65.2
Punjab,Ludhiana,Sprinkler,Medium,100.8
Punjab,Ludhiana,Drip,High,72.4
Punjab,Ludhiana,Rainfed Only,High,70.5
Punjab,Ludhiana,Canal Flood,Low,114.6
Punjab,Ludhiana,Canal Flood,Low,6.4
Punjab,Ludhiana,Sprinkler,Low,70.8
Punjab,Ludhiana,Canal Flood,High,108.7
Punjab,Ludhiana,Sprinkler,Medium,34.9
Punjab,Ludhiana,Drip,High,109.3
Punjab,Ludhiana,Drip,Medium,5.0
Punjab,Ludhiana,Rainfed Only,Medium,98.3
Punjab,Ludhiana,Drip,Medium,141.0
Punjab,Ludhiana,Sprinkler,Low,97.7
Punjab,Ludhiana,Canal Flood,Medium,105.0
Punjab,Ludhiana,Rainfed Only,Low,49.1
Punjab,Ludhiana,Sprinkler,Low,35.0
Punjab,Ludhiana,Sprinkler,High,81.3
Punjab,Ludhiana,Rainfed Only,Low,62.7
Punjab,Ludhiana,Rainfed Only,Medium,41.9
Punjab,Ludhiana,Canal Flood,High,130.4
Punjab,Ludhiana,Canal Flood,Low,5.0
Punjab,Ludhiana,Drip,Low,109.2
Punjab,Ludhiana,Sprinkler,Low,66.2
Punjab,Ludhiana,Canal Flood,Low,101.7
Punjab,Ludhiana,Sprinkler,High,38.8
Punjab,Ludhiana,Canal Flood,Medium,127.1
Punjab,Ludhiana,Canal Flood,High,117.7
Punjab,Ludhiana,Rainfed Only,Low,47.8
Punjab,Ludhiana,Drip,Medium,110.9
Punjab,Ludhiana,Sprinkler,High,12.6
Punjab,Ludhiana,Sprinkler,Low,66.5
Punjab,Ludhiana,Drip,High,68.0
Punjab,Ludhiana,Rainfed Only,High,67.1
Punjab,Ludhiana,Drip,Medium,65.7
Punjab,Ludhiana,Sprinkler,Low,80.4
Punjab,Ludhiana,Drip,High,81.2
Punjab,Ludhiana,Drip,Medium,103.3
Punjab,Ludhiana,Rainfed Only,Medium,76.0
Punjab,Ludhiana,Rainfed Only,Low,89.4
Punjab,Ludhiana,Rainfed Only,Medium,27.9
Punjab,Ludhiana,Rainfed Only,High,82.1
Punjab,Ludhiana,Rainfed Only,High,78.6
Punjab,Ludhiana,Drip,Medium,88.0
Punjab,Ludhiana,Canal Flood,Medium,11.4
Punjab,Ludhiana,Drip,Low,98.8
Punjab,Ludhiana,Canal Flood,High,117.5
Punjab,Ludhiana,Rainfed Only,High,47.8
Punjab,Ludhiana,Sprinkler,High,130.1
Punjab,Ludhiana,Rainfed Only,High,43.9
Punjab,Ludhiana,Rainfed Only,Low,102.4
Punjab,Ludhiana,Rainfed Only,Medium,57.4
Punjab,Ludhiana,Sprinkler,Medium,135.1
Punjab,Ludhiana,Sprinkler,Low,54.8
Punjab,Ludhiana,Drip,High,104.0
Punjab,Ludhiana,Canal Flood,High,63.5
Punjab,Ludhiana,Rainfed Only,Low,152.9
Punjab,Ludhiana,Drip,Medium,145.4
Punjab,Ludhiana,Rainfed Only,Medium,102.7
Punjab,Ludhiana,Sprinkler,Low,113.9
Punjab,Ludhiana,Drip,Medium,52.7
Punjab,Ludhiana,Drip,High,76.0
Punjab,Ludhiana,Sprinkler,High,85.2
Punjab,Ludhiana,Drip,Low,80.8
Punjab,Ludhiana,Drip,High,69.2
Punjab,Ludhiana,Rainfed Only,High,52.4
Punjab,Ludhiana,Drip,Low,95.4
Punjab,Ludhiana,Sprinkler,Medium,108.2
Punjab,Ludhiana,Rainfed Only,Low,121.6
Punjab,Ludhiana,Drip,High,79.8
Punjab,Ludhiana,Canal Flood,Low,81.8
Punjab,Ludhiana,Canal Flood,Low,85.2
Punjab,Ludhiana,Drip,High,54.8
Punjab,Ludhiana,Sprinkler,Low,93.7
Punjab,Ludhiana,Canal Flood,High,68.8
Punjab,Ludhiana,Drip,Medium,155.5
Punjab,Ludhiana,Drip,Low,114.4
Punjab,Ludhiana,Drip,Low,107.2
Punjab,Ludhiana,Drip,High,91.9
Punjab,Ludhiana,Canal Flood,High,92.5
Punjab,Ludhiana,Drip,Medium,61.0
Punjab,Ludhiana,Rainfed Only,Medium,111.2
Punjab,Ludhiana,Rainfed Only,Low,96.5
Punjab,Ludhiana,Sprinkler,Medium,29.2
Punjab,Ludhiana,Rainfed Only,High,95.2
Punjab,Ludhiana,Rainfed Only,Medium,39.3
Punjab,Ludhiana,Drip,Medium,68.4
Punjab,Ludhiana,Drip,Low,52.0
Punjab,Ludhiana,Drip,Medium,66.1
Punjab,Ludhiana,Canal Flood,Medium,62.5
Punjab,Ludhiana,Sprinkler,Medium,111.7
Punjab,Ludhiana,Rainfed Only,Medium,57.6
Punjab,Ludhiana,Canal Flood,High,5.0
Punjab,Ludhiana,Rainfed Only,Medium,69.0
Punjab,Ludhiana,Rainfed Only,Low,92.9
Punjab,Ludhiana,Canal Flood,Medium,97.0
Punjab,Ludhiana,Drip,High,114.0
Punjab,Ludhiana,Drip,High,61.0
Punjab,Ludhiana,Sprinkler,High,99.8
Punjab,Ludhiana,Rainfed Only,Medium,33.9
Punjab,Ludhiana,Drip,Medium,24.4
Punjab,Ludhiana,Sprinkler,Low,64.7
Punjab,Ludhiana,Canal Flood,High,107.3
Punjab,Ludhiana,Canal Flood,High,61.3
Punjab,Ludhiana,Drip,Medium,100.1
Punjab,Ludhiana,Canal Flood,High,93.5
Punjab,Ludhiana,Rainfed Only,Low,90.7
Punjab,Ludhiana,Drip,Low,53.2
Punjab,Ludhiana,Drip,High,68.2
Punjab,Ludhiana,Rainfed Only,Low,68.6
Punjab,Ludhiana,Drip,Low,114.6
Punjab,Ludhiana,Drip,High,110.6
Punjab,Ludhiana,Sprinkler,Low,79.6
Punjab,Ludhiana,Canal Flood,High,86.4
Punjab,Ludhiana,Drip,Low,86.2
Punjab,Ludhiana,Drip,Medium,89.9
Punjab,Ludhiana,Canal Flood,High,66.2
Punjab,Ludhiana,Canal Flood,Low,92.9
Punjab,Ludhiana,Drip,High,103.7
Punjab,Ludhiana,Sprinkler,Low,15.1
Punjab,Ludhiana,Canal Flood,Medium,81.9
Punjab,Ludhiana,Rainfed Only,Low,50.2
Punjab,Ludhiana,Canal Flood,Low,103.2
Punjab,Ludhiana,Rainfed Only,Medium,79.0
Punjab,Ludhiana,Rainfed Only,Low,103.4
Punjab,Ludhiana,Rainfed Only,Low,83.6
Punjab,Ludhiana,Drip,High,81.4
Punjab,Ludhiana,Drip,High,78.0
Punjab,Ludhiana,Canal Flood,Low,59.8
Punjab,Ludhiana,Drip,Medium,94.6
Punjab,Ludhiana,Rainfed Only,Medium,97.4
Punjab,Ludhiana,Rainfed Only,High,85.0
Punjab,Amritsar,Sprinkler,High,52.3
Punjab,Amritsar,Drip,High,59.9
Punjab,Amritsar,Sprinkler,Medium,111.5
Punjab,Amritsar,Canal Flood,Medium,71.4
Punjab,Amritsar,Canal Flood,High,101.9
Punjab,Amritsar,Drip,Low,88.2
Punjab,Amritsar,Drip,High,52.4
Punjab,Amritsar,Canal Flood,High,112.4
Punjab,Amritsar,Canal Flood,Medium,84.6
Punjab,Amritsar,Drip,Medium,100.5
Punjab,Amritsar,Sprinkler,High,59.4
Punjab,Amritsar,Drip,Low,36.0
Punjab,Amritsar,Rainfed Only,High,94.1
Punjab,Amritsar,Sprinkler,High,96.7
Punjab,Amritsar,Drip,Medium,48.5
Punjab,Amritsar,Drip,High,73.7
Punjab,Amritsar,Sprinkler,Low,97.8
Punjab,Amritsar,Rainfed Only,Low,94.8
Punjab,Amritsar,Rainfed Only,Low,74.5
Punjab,Amritsar,Drip,High,99.2
Punjab,Amritsar,Sprinkler,Low,52.7
Punjab,Amritsar,Rainfed Only,Medium,76.2
Punjab,Amritsar,Canal Flood,Low,140.4
Punjab,Amritsar,Rainfed Only,Low,106.4
Punjab,Amritsar,Rainfed Only,High,103.4
Punjab,Amritsar,Rainfed Only,High,83.3
Punjab,Amritsar,Sprinkler,High,91.9
Punjab,Amritsar,Canal Flood,Medium,68.2
Punjab,Amritsar,Canal Flood,Medium,80.5
Punjab,Amritsar,Rainfed Only,Medium,100.6
Punjab,Amritsar,Drip,High,37.6
Punjab,Amritsar,Drip,High,51.1
Punjab,Amritsar,Drip,Low,138.0
Punjab,Amritsar,Drip,High,95.9
Punjab,Amritsar,Rainfed Only,Medium,97.7
Punjab,Amritsar,Sprinkler,High,104.7
Punjab,Amritsar,Drip,High,117.4
Punjab,Amritsar,Rainfed Only,Medium,87.2
Punjab,Amritsar,Canal Flood,Medium,119.2
Punjab,Amritsar,Rainfed Only,Medium,82.2
Punjab,Amritsar,Drip,Low,106.4
Punjab,Amritsar,Drip,Low,110.9
Punjab,Amritsar,Drip,Medium,52.9
Punjab,Amritsar,Canal Flood,High,98.0
Punjab,Amritsar,Drip,Low,46.7
Punjab,Amritsar,Canal Flood,Medium,99.9
Punjab,Amritsar,Rainfed Only,Medium,102.4
Punjab,Amritsar,Canal Flood,High,113.0
Punjab,Amritsar,Canal Flood,Low,122.5
Punjab,Amritsar,Drip,High,122.6
Punjab,Amritsar,Drip,Medium,78.1
Punjab,Amritsar,Rainfed Only,High,92.6
Punjab,Amritsar,Sprinkler,Medium,73.8
Punjab,Amritsar,Canal Flood,Low,181.1
Punjab,Amritsar,Canal Flood,High,41.0
Punjab,Amritsar,Drip,Medium,52.5
Punjab,Amritsar,Canal Flood,Medium,88.3
Punjab,Amritsar,Drip,Medium,92.3
Punjab,Amritsar,Canal Flood,High,118.3
Punjab,Amritsar,Drip,Low,78.1
Punjab,Amritsar,Drip,High,5.0
Punjab,Amritsar,Sprinkler,Low,88.0
Punjab,Amritsar,Drip,High,58.4
Punjab,Amritsar,Rainfed Only,Low,69.0
Punjab,Amritsar,Canal Flood,High,26.9
Punjab,Amritsar,Canal Flood,Low,106.5
Punjab,Amritsar,Rainfed Only,Medium,89.3
Punjab,Amritsar,Sprinkler,High,77.3
Punjab,Amritsar,Sprinkler,Low,33.0
Punjab,Amritsar,Rainfed Only,Medium,118.5
Punjab,Amritsar,Canal Flood,High,32.7
Punjab,Amritsar,Canal Flood,High,109.3
Punjab,Amritsar,Rainfed Only,Low,105.2
Punjab,Amritsar,Drip,Low,102.2
Punjab,Amritsar,Rainfed Only,Medium,89.4
Punjab,Amritsar,Sprinkler,High,26.8
Punjab,Amritsar,Canal Flood,Low,75.1
Punjab,Amritsar,Drip,Medium,59.4
Punjab,Amritsar,Sprinkler,High,112.9
Punjab,Amritsar,Sprinkler,Low,94.8
Punjab,Amritsar,Drip,Medium,99.8
Punjab,Amritsar,Sprinkler,Low,103.1
Punjab,Amritsar,Rainfed Only,Low,113.5
Punjab,Amritsar,Drip,High,97.8
Punjab,Amritsar,Canal Flood,Medium,93.2
Punjab,Amritsar,Canal Flood,Low,162.5
Punjab,Amritsar,Rainfed Only,Low,121.2
Punjab,Amritsar,Rainfed Only,Medium,95.9
Punjab,Amritsar,Drip,Low,87.1
Punjab,Amritsar,Drip,Medium,113.5
Punjab,Amritsar,Drip,Medium,43.9
Punjab,Amritsar,Drip,High,108.3
Punjab,Amritsar,Sprinkler,High,45.2
Punjab,Amritsar,Rainfed Only,High,80.1
Punjab,Amritsar,Sprinkler,Medium,43.4
Punjab,Amritsar,Drip,Medium,94.4
Punjab,Amritsar,Rainfed Only,High,111.8
Punjab,Amritsar,Sprinkler,High,66.2
Punjab,Amritsar,Sprinkler,Low,56.9
Punjab,Amritsar,Canal Flood,Low,72.1
Punjab,Amritsar,Rainfed Only,Medium,66.9
Punjab,Amritsar,Sprinkler,Low,86.5
Punjab,Amritsar,Canal Flood,Medium,87.5
Punjab,Amritsar,Rainfed Only,Low,89.9
Punjab,Amritsar,Canal Flood,High,72.3
Punjab,Amritsar,Canal Flood,Medium,118.2
Punjab,Amritsar,Sprinkler,Low,98.9
Punjab,Amritsar,Canal Flood,High,120.4
Punjab,Amritsar,Drip,High,85.4
Punjab,Amritsar,Rainfed Only,Low,137.1
Punjab,Amritsar,Sprinkler,Medium,115.8
Punjab,Amritsar,Sprinkler,High,101.6
Punjab,Amritsar,Canal Flood,Low,65.9
Punjab,Amritsar,Rainfed Only,Low,99.0
Punjab,Amritsar,Drip,Low,6.1
Punjab,Amritsar,Drip,Medium,143.6
Punjab,Amritsar,Drip,Low,80.4
Punjab,Amritsar,Drip,High,78.0
Punjab,Amritsar,Sprinkler,Low,94.9
Punjab,Amritsar,Drip,Medium,104.5
Punjab,Amritsar,Rainfed Only,Medium,114.1
Punjab,Amritsar,Canal Flood,High,58.7
Punjab,Amritsar,Sprinkler,High,77.0
Punjab,Amritsar,Canal Flood,High,119.1
Punjab,Amritsar,Canal Flood,Medium,5.0
Punjab,Amritsar,Canal Flood,Low,104.3
Punjab,Amritsar,Rainfed Only,Medium,89.8
Punjab,Amritsar,Drip,Low,51.2
Punjab,Amritsar,Rainfed Only,High,44.1
Punjab,Amritsar,Rainfed Only,High,96.2
Punjab,Amritsar,Canal Flood,High,96.9
Punjab,Amritsar,Drip,Low,54.4
Punjab,Amritsar,Canal Flood,Low,132.9
Punjab,Amritsar,Sprinkler,High,99.5
Punjab,Amritsar,Drip,Medium,73.2
Punjab,Amritsar,Sprinkler,Low,111.2
Punjab,Amritsar,Canal Flood,Low,68.6
Punjab,Amritsar,Sprinkler,Medium,133.5
Punjab,Amritsar,Canal Flood,Low,128.6
Punjab,Amritsar,Drip,Medium,85.7
Punjab,Amritsar,Rainfed Only,Low,66.8
Punjab,Amritsar,Rainfed Only,High,128.4
Punjab,Amritsar,Canal Flood,Medium,102.3
Punjab,Amritsar,Sprinkler,High,65.8
Punjab,Amritsar,Canal Flood,Low,91.1
Punjab,Amritsar,Drip,High,75.7
Punjab,Amritsar,Sprinkler,High,33.1
Punjab,Amritsar,Drip,High,92.2
Punjab,Amritsar,Sprinkler,High,102.1
Punjab,Amritsar,Drip,Medium,72.3
Punjab,Amritsar,Sprinkler,Low,81.4
Punjab,Amritsar,Canal Flood,Low,103.7
Punjab,Amritsar,Sprinkler,High,101.1
Punjab,Amritsar,Drip,Medium,16.7
Punjab,Amritsar,Canal Flood,Low,86.2
Punjab,Amritsar,Drip,Medium,129.0
Punjab,Amritsar,Sprinkler,High,112.7
Punjab,Amritsar,Rainfed Only,Medium,61.8
Punjab,Amritsar,Sprinkler,Low,59.9
Punjab,Amritsar,Canal Flood,Low,94.1
Punjab,Amritsar,Sprinkler,High,116.6
Punjab,Amritsar,Sprinkler,Low,92.8
Punjab,Amritsar,Rainfed Only,Low,66.8
Punjab,Amritsar,Drip,High,105.3
Punjab,Amritsar,Sprinkler,Medium,72.5
Punjab,Amritsar,Drip,Low,102.1
Punjab,Amritsar,Canal Flood,Low,54.8
Punjab,Amritsar,Rainfed Only,Low,99.2
Punjab,Amritsar,Canal Flood,High,45.3
Punjab,Amritsar,Rainfed Only,Low,137.0
Punjab,Amritsar,Drip,Low,99.8
Punjab,Amritsar,Sprinkler,Low,34.7
Punjab,Amritsar,Rainfed Only,High,109.7
Punjab,Amritsar,Drip,Low,54.9
Punjab,Amritsar,Canal Flood,Medium,80.6
Punjab,Amritsar,Rainfed Only,Medium,73.3
Punjab,Amritsar,Drip,Medium,107.9
Punjab,Amritsar,Canal Flood,Medium,85.7
Punjab,Amritsar,Drip,High,70.3
Punjab,Amritsar,Rainfed Only,High,67.6
Punjab,Amritsar,Sprinkler,Medium,117.2
Punjab,Amritsar,Drip,Medium,76.6
Punjab,Amritsar,Rainfed Only,Low,42.4
Punjab,Amritsar,Canal Flood,Low,118.0
Punjab,Amritsar,Drip,High,98.5
Punjab,Amritsar,Rainfed Only,Medium,81.1
Punjab,Amritsar,Sprinkler,High,74.1
Punjab,Amritsar,Drip,Low,97.5
Punjab,Amritsar,Rainfed Only,Low,117.3
Punjab,Amritsar,Sprinkler,High,53.3
Punjab,Amritsar,Canal Flood,High,115.4
Punjab,Amritsar,Sprinkler,Low,106.2
Punjab,Amritsar,Sprinkler,Low,140.5
Punjab,Amritsar,Sprinkler,High,94.4
Punjab,Amritsar,Drip,Medium,55.1
Punjab,Amritsar,Canal Flood,Low,89.9
Punjab,Amritsar,Rainfed Only,Low,67.0
Punjab,Amritsar,Rainfed Only,High,68.9
Punjab,Amritsar,Rainfed Only,Low,47.0
Punjab,Amritsar,Drip,Medium,61.8
Punjab,Patiala,Sprinkler,Low,84.6
Punjab,Patiala,Sprinkler,Medium,57.7
Punjab,Patiala,Sprinkler,Low,133.2
Punjab,Patiala,Drip,High,108.7
Punjab,Patiala,Canal Flood,Medium,40.9
Punjab,Patiala,Canal Flood,Medium,102.6
Punjab,Patiala,Rainfed Only,High,54.9
Punjab,Patiala,Canal Flood,Medium,128.9
Punjab,Patiala,Drip,Medium,55.6
Punjab,Patiala,Sprinkler,Medium,105.1
Punjab,Patiala,Rainfed Only,Low,108.1
Punjab,Patiala,Drip,Low,68.8
Punjab,Patiala,Drip,Low,114.4
Punjab,Patiala,Drip,High,118.7
Punjab,Patiala,Drip,Low,82.8
Punjab,Patiala,Sprinkler,High,89.0
Punjab,Patiala,Canal Flood,Low,46.3
Punjab,Patiala,Rainfed Only,Medium,56.7
Punjab,Patiala,Drip,Medium,78.0
Punjab,Patiala,Canal Flood,Medium,86.6
Punjab,Patiala,Canal Flood,High,43.3
Punjab,Patiala,Rainfed Only,Medium,55.1
Punjab,Patiala,Sprinkler,Medium,101.7
Punjab,Patiala,Canal Flood,Low,99.7
Punjab,Patiala,Canal Flood,Low,67.7
Punjab,Patiala,Drip,High,74.4
Punjab,Patiala,Drip,Low,87.2
Punjab,Patiala,Drip,Low,114.3
Punjab,Patiala,Drip,Low,98.3
Punjab,Patiala,Drip,Medium,39.5
Punjab,Patiala,Drip,High,101.9
Punjab,Patiala,Canal Flood,High,48.3
Punjab,Patiala,Sprinkler,Low,54.5
Punjab,Patiala,Rainfed Only,Medium,137.4
Punjab,Patiala,Rainfed Only,Medium,99.2
Punjab,Patiala,Sprinkler,Medium,97.3
Punjab,Patiala,Canal Flood,Medium,55.1
Punjab,Patiala,Drip,High,97.2
Punjab,Patiala,Drip,Low,86.8
Punjab,Patiala,Canal Flood,High,74.3
Punjab,Patiala,Sprinkler,Medium,99.9
Punjab,Patiala,Canal Flood,Low,100.1
Punjab,Patiala,Canal Flood,High,70.7
Punjab,Patiala,Canal Flood,Medium,128.3
Punjab,Patiala,Canal Flood,High,139.2
Punjab,Patiala,Canal Flood,High,9.5
Punjab,Patiala,Canal Flood,Medium,49.6
Punjab,Patiala,Sprinkler,Medium,65.6
Punjab,Patiala,Sprinkler,High,82.0
Punjab,Patiala,Sprinkler,Low,80.9
Punjab,Patiala,Rainfed Only,Medium,58.7
Punjab,Patiala,Canal Flood,Low,21.3
Punjab,Patiala,Rainfed Only,High,42.2
Punjab,Patiala,Rainfed Only,Low,72.3
Punjab,Patiala,Sprinkler,Medium,99.8
Punjab,Patiala,Sprinkler,Medium,48.8
Punjab,Patiala,Drip,Medium,82.6
Punjab,Patiala,Canal Flood,Medium,96.6
Punjab,Patiala,Drip,Medium,56.4
Punjab,Patiala,Drip,High,111.8
Punjab,Patiala,Rainfed Only,Medium,49.5
Punjab,Patiala,Rainfed Only,Low,70.5
Punjab,Patiala,Sprinkler,Medium,87.9
Punjab,Patiala,Sprinkler,Low,68.1
Punjab,Patiala,Drip,Low,109.3
Punjab,Patiala,Canal Flood,Medium,124.2
Punjab,Patiala,Rainfed Only,Medium,79.8
Punjab,Patiala,Drip,Low,96.5
Punjab,Patiala,Rainfed Only,High,42.9
Punjab,Patiala,Sprinkler,High,84.3
Punjab,Patiala,Sprinkler,High,90.8
Punjab,Patiala,Drip,High,84.3
Punjab,Patiala,Canal Flood,High,70.3
Punjab,Patiala,Drip,High,78.4
Punjab,Patiala,Sprinkler,High,79.4
Punjab,Patiala,Rainfed Only,Low,104.8
Punjab,Patiala,Canal Flood,Low,101.4
Punjab,Patiala,Sprinkler,Medium,143.5
Punjab,Patiala,Drip,Low,120.8
Punjab,Patiala,Drip,High,133.4
Punjab,Patiala,Sprinkler,Low,82.8
Punjab,Patiala,Rainfed Only,Medium,67.3
Punjab,Patiala,Canal Flood,Low,101.0
Punjab,Patiala,Rainfed Only,Medium,53.2
Punjab,Patiala,Rainfed Only,Low,57.6
Punjab,Patiala,Canal Flood,High,120.8
Punjab,Patiala,Sprinkler,Medium,124.8
Punjab,Patiala,Drip,Low,5.0
Punjab,Patiala,Rainfed Only,Medium,84.5
Punjab,Patiala,Rainfed Only,High,119.8
Punjab,Patiala,Sprinkler,High,55.5
Punjab,Patiala,Drip,Medium,53.4
Punjab,Patiala,Canal Flood,Low,96.7
Punjab,Patiala,Rainfed Only,Low,127.6
Punjab,Patiala,Canal Flood,Medium,96.8
Punjab,Patiala,Rainfed Only,High,82.5
Punjab,Patiala,Rainfed Only,Low,124.4
Punjab,Patiala,Rainfed Only,High,82.8
Punjab,Patiala,Rainfed Only,Low,101.2
Punjab,Patiala,Rainfed Only,Low,113.6
Punjab,Patiala,Sprinkler,Medium,82.3
Punjab,Patiala,Canal Flood,Low,74.4
Punjab,Patiala,Rainfed Only,Low,127.8
Punjab,Patiala,Canal Flood,Medium,110.3
Punjab,Patiala,Sprinkler,Low,77.2
Punjab,Patiala,Rainfed Only,Medium,108.2
Punjab,Patiala,Canal Flood,Medium,106.5
Punjab,Patiala,Canal Flood,Low,100.4
Punjab,Patiala,Canal Flood,Low,73.5
Punjab,Patiala,Canal Flood,Medium,149.2
Punjab,Patiala,Rainfed Only,High,88.2
Punjab,Patiala,Sprinkler,High,48.4
Punjab,Patiala,Rainfed Only,Medium,91.1
Punjab,Patiala,Drip,Low,95.4
Punjab,Patiala,Rainfed Only,High,46.4
Punjab,Patiala,Drip,Medium,51.2
