State,District,Rainfall
Punjab,Amritsar,74.2
Punjab,Amritsar,63.1
Punjab,Amritsar,173.0
Punjab,Amritsar,142.5
Punjab,Amritsar,77.4
Punjab,Amritsar,65.5
Punjab,Amritsar,113.5
Punjab,Amritsar,10.0
Punjab,Amritsar,10.0
Punjab,Amritsar,33.4
Punjab,Amritsar,96.9
Punjab,Amritsar,127.8
Punjab,Amritsar,24.0
Punjab,Amritsar,149.2
Punjab,Amritsar,55.9
Punjab,Amritsar,99.2
Punjab,Amritsar,55.7
Punjab,Amritsar,74.7
Punjab,Amritsar,161.3
Punjab,Amritsar,55.9
Punjab,Amritsar,37.6
Punjab,Amritsar,110.0
Punjab,Amritsar,123.8
Punjab,Amritsar,12.1
Punjab,Amritsar,96.5
Punjab,Amritsar,104.2
Punjab,Amritsar,158.5
Punjab,Amritsar,61.9
Punjab,Amritsar,140.6
Punjab,Amritsar,87.3
Punjab,Amritsar,66.5
Punjab,Amritsar,46.6
Punjab,Amritsar,102.3
Punjab,Amritsar,27.4
Punjab,Amritsar,30.8
Punjab,Amritsar,107.2
Punjab,Amritsar,163.1
Punjab,Amritsar,16.2
Punjab,Amritsar,47.0
Punjab,Amritsar,93.2
Punjab,Amritsar,55.1
Punjab,Amritsar,10.0
Punjab,Amritsar,41.5
Punjab,Amritsar,102.0
Punjab,Amritsar,67.4
Punjab,Amritsar,96.5
Punjab,Amritsar,18.6
Punjab,Amritsar,95.1
Punjab,Amritsar,10.0
Punjab,Amritsar,115.2
Punjab,Amritsar,141.6
Punjab,Amritsar,17.3
Punjab,Amritsar,54.3
Punjab,Amritsar,13.3
Punjab,Amritsar,84.1
Punjab,Amritsar,86.9
Punjab,Amritsar,19.8
Punjab,Amritsar,53.9
Punjab,Amritsar,128.4
Punjab,Amritsar,105.0
Punjab,Amritsar,88.8
Punjab,Amritsar,129.4
Punjab,Amritsar,161.2
Punjab,Amritsar,86.2
Punjab,Amritsar,93.8
Punjab,Amritsar,67.3
Punjab,Amritsar,87.7
Punjab,Amritsar,48.3
Punjab,Amritsar,10.0
Punjab,Amritsar,115.9
Punjab,Amritsar,111.4
Punjab,Amritsar,83.2
Punjab,Amritsar,85.7
Punjab,Amritsar,48.7
Punjab,Amritsar,134.1
Punjab,Amritsar,25.3
Punjab,Amritsar,143.4
Punjab,Amritsar,106.3
Punjab,Amritsar,93.1
Punjab,Amritsar,95.8
Punjab,Amritsar,125.6
Punjab,Amritsar,54.7
Punjab,Amritsar,115.4
Punjab,Amritsar,62.0
Punjab,Amritsar,100.9
Punjab,Amritsar,10.0
Punjab,Amritsar,49.6
Punjab,Amritsar,158.9
Punjab,Amritsar,139.9
Punjab,Amritsar,154.2
Punjab,Amritsar,131.3
Punjab,Amritsar,51.5
Punjab,Amritsar,57.1
Punjab,Amritsar,124.5
Punjab,Amritsar,128.6
Punjab,Amritsar,142.4
Punjab,Amritsar,88.7
Punjab,Amritsar,77.1
Punjab,Amritsar,133.8
Punjab,Amritsar,11.3
Punjab,Amritsar,72.4
Punjab,Amritsar,68.4
Punjab,Amritsar,68.9
Punjab,Amritsar,139.6
Punjab,Amritsar,107.8
Punjab,Amritsar,85.6
Punjab,Amritsar,11.3
Punjab,Amritsar,29.0
Punjab,Amritsar,116.3
Punjab,Amritsar,91.4
Punjab,Amritsar,135.3
Punjab,Amritsar,48.0
Punjab,Amritsar,81.9
Punjab,Amritsar,72.5
Punjab,Amritsar,119.8
Punjab,Amritsar,172.8
Punjab,Amritsar,54.7
Punjab,Amritsar,10.0
Punjab,Amritsar,101.9
Punjab,Amritsar,98.6
Punjab,Amritsar,10.0
Punjab,Amritsar,35.6
Punjab,Patiala,60.2
Punjab,Patiala,131.5
Punjab,Patiala,33.6
Punjab,Patiala,67.9
Punjab,Patiala,10.0
Punjab,Patiala,101.9
Punjab,Patiala,24.1
Punjab,Patiala,177.8
Punjab,Patiala,41.7
Punjab,Patiala,122.7
Punjab,Patiala,104.1
Punjab,Patiala,41.0
Punjab,Patiala,130.0
Punjab,Patiala,10.0
Punjab,Patiala,78.9
Punjab,Patiala,111.8
Punjab,Patiala,69.1
Punjab,Patiala,28.5
Punjab,Patiala,151.1
Punjab,Patiala,74.3
Punjab,Patiala,55.0
Punjab,Patiala,30.3
Punjab,Patiala,84.3
Punjab,Patiala,70.4
Punjab,Patiala,67.0
Punjab,Patiala,154.3
Punjab,Patiala,153.5
Punjab,Patiala,91.3
Punjab,Patiala,110.9
Punjab,Patiala,13.0
Punjab,Patiala,84.1
Punjab,Patiala,92.1
Punjab,Patiala,70.2
Punjab,Patiala,60.4
Punjab,Patiala,44.5
Punjab,Patiala,81.6
Punjab,Patiala,131.5
Punjab,Patiala,139.0
Punjab,Patiala,80.0
Punjab,Patiala,128.0
Punjab,Patiala,38.0
Punjab,Patiala,105.4
Punjab,Patiala,74.9
Punjab,Patiala,49.3
Punjab,Patiala,177.0
Punjab,Patiala,58.7
Punjab,Patiala,63.6
Punjab,Patiala,59.3
Punjab,Patiala,95.6
Punjab,Patiala,140.7
Punjab,Patiala,28.2
Punjab,Patiala,101.5
Punjab,Patiala,95.7
Punjab,Patiala,10.0
Punjab,Patiala,140.8
Punjab,Patiala,92.1
Punjab,Patiala,112.5
Punjab,Patiala,10.0
Punjab,Patiala,145.9
Punjab,Patiala,172.7
Punjab,Patiala,73.2
Punjab,Patiala,47.4
Punjab,Patiala,10.0
Punjab,Patiala,21.6
Punjab,Patiala,117.7
Punjab,Patiala,78.5
Punjab,Patiala,11.7
Punjab,Patiala,148.6
Punjab,Patiala,49.9
Punjab,Patiala,13.4
Punjab,Patiala,82.0
Punjab,Patiala,103.0
Punjab,Patiala,19.7
Punjab,Patiala,66.5
Punjab,Patiala,149.2
Punjab,Patiala,19.0
Punjab,Patiala,95.8
Punjab,Patiala,65.7
Punjab,Patiala,104.1
Punjab,Patiala,32.9
Punjab,Patiala,90.5
Punjab,Patiala,37.1
Punjab,Patiala,10.0
Punjab,Patiala,16.5
Punjab,Patiala,70.2
Punjab,Patiala,90.5
Punjab,Patiala,134.5
Punjab,Patiala,96.1
Punjab,Patiala,150.1
Punjab,Patiala,71.0
Punjab,Patiala,104.8
Punjab,Patiala,35.8
Punjab,Patiala,94.1
Punjab,Patiala,63.2
Punjab,Patiala,58.3
Punjab,Patiala,83.2
Punjab,Patiala,16.2
Punjab,Patiala,94.9
Punjab,Patiala,111.7
Punjab,Patiala,48.3
Punjab,Patiala,88.2
Punjab,Patiala,136.3
Punjab,Patiala,114.0
Punjab,Patiala,74.0
Punjab,Patiala,97.8
Punjab,Patiala,147.2
Punjab,Patiala,91.4
Punjab,Patiala,122.6
Punjab,Patiala,115.8
Punjab,Patiala,84.3
Punjab,Patiala,138.1
Punjab,Patiala,34.5
Punjab,Patiala,99.3
Punjab,Patiala,55.1
Punjab,Patiala,120.2
Punjab,Patiala,79.2
Punjab,Patiala,123.0
Punjab,Patiala,114.4
Punjab,Patiala,61.1
Punjab,Patiala,104.2
Punjab,Patiala,100.6
Punjab,Patiala,70.8
Punjab,Patiala,119.0
Punjab,Patiala,75.1
Punjab,Patiala,44.9
Punjab,Patiala,92.9
Punjab,Patiala,100.5
Punjab,Patiala,10.0
Punjab,Patiala,187.9
Punjab,Patiala,207.4
Punjab,Patiala,42.4
Punjab,Patiala,107.7
Punjab,Patiala,31.9
Punjab,Patiala,10.0
Punjab,Patiala,59.4
Punjab,Patiala,17.6
Punjab,Patiala,104.0
Punjab,Patiala,119.6
Punjab,Patiala,159.2
Punjab,Patiala,82.1
Punjab,Patiala,118.8
Punjab,Patiala,97.5
Punjab,Patiala,93.0
Punjab,Patiala,35.1
Punjab,Patiala,69.2
Punjab,Patiala,63.5
Punjab,Patiala,106.6
Punjab,Patiala,10.0
Punjab,Patiala,127.3
Punjab,Patiala,68.0
Punjab,Patiala,50.0
Punjab,Patiala,95.5
Punjab,Patiala,79.0
Punjab,Patiala,87.1
Punjab,Patiala,138.9
Punjab,Patiala,10.0
Punjab,Patiala,17.4
Punjab,Patiala,55.1
Punjab,Patiala,142.9
Punjab,Patiala,115.6
Punjab,Patiala,74.4
Punjab,Patiala,107.2
Punjab,Patiala,117.8
Punjab,Patiala,103.3
Punjab,Patiala,128.8
Punjab,Patiala,87.9
Punjab,Patiala,102.1
Punjab,Patiala,102.3
Punjab,Patiala,61.5
Punjab,Patiala,74.0
Punjab,Patiala,102.9
Punjab,Patiala,36.1
Punjab,Patiala,47.4
Punjab,Patiala,68.2
Punjab,Patiala,82.4
Punjab,Patiala,79.1
Punjab,Patiala,79.2
Punjab,Patiala,86.1
Punjab,Patiala,69.5
Punjab,Patiala,49.3
Punjab,Patiala,81.6
Punjab,Patiala,108.7
Punjab,Patiala,118.7
Punjab,Patiala,10.0
Punjab,Patiala,35.4
Punjab,Patiala,122.5
Punjab,Patiala,67.4
Punjab,Patiala,10.0
Punjab,Patiala,135.0
Punjab,Patiala,125.3
Punjab,Patiala,26.8
Punjab,Patiala,27.2
Punjab,Patiala,214.2
Punjab,Patiala,38.7
Punjab,Patiala,134.8
Punjab,Patiala,149.5
Punjab,Patiala,14.7
Punjab,Patiala,39.0
Punjab,Patiala,126.4
Punjab,Patiala,18.7
Karnataka,Bangalore Rural,71.8
Karnataka,Bangalore Rural,111.2
Karnataka,Bangalore Rural,114.4
Karnataka,Bangalore Rural,169.1
Karnataka,Bangalore Rural,145.3
Karnataka,Bangalore Rural,129.3
Karnataka,Bangalore Rural,113.4
Karnataka,Bangalore Rural,72.7
Karnataka,Bangalore Rural,174.7
Karnataka,Bangalore Rural,126.3
Karnataka,Bangalore Rural,149.5
Karnataka,Bangalore Rural,130.0
Karnataka,Bangalore Rural,125.1
Karnataka,Bangalore Rural,124.7
Karnataka,Bangalore Rural,120.2
Karnataka,Bangalore Rural,113.6
Karnataka,Bangalore Rural,93.0
Karnataka,Bangalore Rural,143.9
Karnataka,Bangalore Rural,170.6
Karnataka,Bangalore Rural,130.8
Karnataka,Bangalore Rural,192.2
Karnataka,Bangalore Rural,99.3
Karnataka,Bangalore Rural,216.6
Karnataka,Bangalore Rural,139.9
Karnataka,Bangalore Rural,10.0
Karnataka,Bangalore Rural,206.0
Karnataka,Bangalore Rural,77.2
Karnataka,Bangalore Rural,129.4
Karnataka,Bangalore Rural,143.0
Karnataka,Bangalore Rural,123.1
Karnataka,Bangalore Rural,114.9
Karnataka,Bangalore Rural,91.1
Karnataka,Bangalore Rural,96.9
Karnataka,Bangalore Rural,173.5
Karnataka,Bangalore Rural,74.2
Karnataka,Bangalore Rural,122.4
Karnataka,Bangalore Rural,151.9
Karnataka,Bangalore Rural,72.5
Karnataka,Bangalore Rural,141.0
Karnataka,Bangalore Rural,167.2
Karnataka,Bangalore Rural,135.9
Karnataka,Bangalore Rural,170.6
Karnataka,Bangalore Rural,118.1
Karnataka,Bangalore Rural,81.9
Karnataka,Bangalore Rural,113.1
Karnataka,Bangalore Rural,58.6
Karnataka,Bangalore Rural,226.9
Karnataka,Bangalore Rural,119.6
Karnataka,Bangalore Rural,35.3
Karnataka,Bangalore Rural,90.7
Karnataka,Bangalore Rural,111.0
Karnataka,Bangalore Rural,62.5
Karnataka,Bangalore Rural,61.9
Karnataka,Bangalore Rural,104.5
Karnataka,Bangalore Rural,144.3
Karnataka,Bangalore Rural,162.7
Karnataka,Bangalore Rural,170.2
Karnataka,Bangalore Rural,93.5
Karnataka,Bangalore Rural,10.0
Karnataka,Bangalore Rural,200.0
Karnataka,Bangalore Rural,110.2
Karnataka,Bangalore Rural,100.3
Karnataka,Bangalore Rural,175.8
Karnataka,Bangalore Rural,106.0
Karnataka,Bangalore Rural,142.1
Karnataka,Bangalore Rural,131.1
Karnataka,Bangalore Rural,64.3
Karnataka,Bangalore Rural,71.1
Karnataka,Bangalore Rural,110.0
Karnataka,Bangalore Rural,119.3
Karnataka,Bangalore Rural,92.0
Karnataka,Bangalore Rural,91.6
Karnataka,Bangalore Rural,116.8
Karnataka,Bangalore Rural,88.3
Karnataka,Bangalore Rural,160.2
Karnataka,Bangalore Rural,133.6
Karnataka,Bangalore Rural,96.3
Karnataka,Bangalore Rural,146.5
Karnataka,Bangalore Rural,179.9
Karnataka,Bangalore Rural,128.0
Karnataka,Bangalore Rural,55.0
Karnataka,Bangalore Rural,190.8
Karnataka,Bangalore Rural,195.1
Karnataka,Bangalore Rural,175.8
Karnataka,Bangalore Rural,148.4
Karnataka,Bangalore Rural,142.8
Karnataka,Bangalore Rural,126.4
Karnataka,Bangalore Rural,124.4
Karnataka,Bangalore Rural,67.7
Karnataka,Bangalore Rural,68.6
Karnataka,Bangalore Rural,80.4
Karnataka,Bangalore Rural,29.6
Karnataka,Bangalore Rural,63.9
Karnataka,Bangalore Rural,119.7
Karnataka,Bangalore Rural,19.5
Karnataka,Bangalore Rural,77.2
Karnataka,Bangalore Rural,109.6
Karnataka,Bangalore Rural,85.5
Karnataka,Bangalore Rural,104.9
Karnataka,Bangalore Rural,132.8
Karnataka,Bangalore Rural,163.2
Karnataka,Bangalore Rural,86.8
Karnataka,Bangalore Rural,106.3
Karnataka,Bangalore Rural,20.5
Karnataka,Bangalore Rural,146.7
Karnataka,Bangalore Rural,81.2
Karnataka,Bangalore Rural,135.4
Karnataka,Bangalore Rural,105.8
Karnataka,Bangalore Rural,220.4
Karnataka,Bangalore Rural,202.4
Karnataka,Bangalore Rural,148.3
Karnataka,Bangalore Rural,139.2
Karnataka,Bangalore Rural,131.5
Karnataka,Bangalore Rural,99.3
Karnataka,Bangalore Rural,85.2
Karnataka,Bangalore Rural,77.7
Karnataka,Bangalore Rural,91.5
Karnataka,Bangalore Rural,138.9
Karnataka,Bangalore Rural,109.3
Karnataka,Bangalore Rural,28.0
Karnataka,Bangalore Rural,235.4
Karnataka,Bangalore Rural,112.7
Karnataka,Bangalore Rural,216.7
Karnataka,Bangalore Rural,101.9
Karnataka,Bangalore Rural,108.9
Karnataka,Bangalore Rural,161.7
Karnataka,Bangalore Rural,106.5
Karnataka,Bangalore Rural,138.1
Karnataka,Bangalore Rural,105.2
Karnataka,Bangalore Rural,98.5
Karnataka,Bangalore Rural,189.1
Karnataka,Bangalore Rural,65.7
Karnataka,Bangalore Rural,97.0
Karnataka,Bangalore Rural,202.2
Karnataka,Bangalore Rural,105.2
Karnataka,Bangalore Rural,53.8
Karnataka,Bangalore Rural,147.7
Karnataka,Bangalore Rural,118.4
Karnataka,Bangalore Rural,140.2
Karnataka,Bangalore Rural,123.0
Karnataka,Bangalore Rural,70.3
Karnataka,Bangalore Rural,130.7
Karnataka,Bangalore Rural,177.0
Karnataka,Bangalore Rural,97.4
Karnataka,Bangalore Rural,80.1
Karnataka,Bangalore Rural,112.2
Karnataka,Bangalore Rural,110.6
Karnataka,Bangalore Rural,105.5
Karnataka,Bangalore Rural,175.6
Karnataka,Bangalore Rural,130.9
Karnataka,Bangalore Rural,194.6
Karnataka,Bangalore Rural,130.2
Karnataka,Bangalore Rural,136.2
Karnataka,Bangalore Rural,218.1
Karnataka,Bangalore Rural,135.4
Karnataka,Bangalore Rural,108.5
Karnataka,Bangalore Rural,77.6
Karnataka,Bangalore Rural,81.6
Karnataka,Bangalore Rural,101.2
Karnataka,Bangalore Rural,108.8
Karnataka,Bangalore Rural,27.2
Karnataka,Bangalore Rural,119.3
Karnataka,Bangalore Rural,10.0
Karnataka,Bangalore Rural,177.5
Karnataka,Bangalore Rural,35.0
Karnataka,Bangalore Rural,128.3
Karnataka,Bangalore Rural,126.6
Karnataka,Bangalore Rural,180.4
Karnataka,Bangalore Rural,126.2
Karnataka,Bangalore Rural,115.5
Karnataka,Bangalore Rural,134.2
Karnataka,Bangalore Rural,96.3
Karnataka,Bangalore Rural,96.9
Karnataka,Bangalore Rural,129.6
Karnataka,Bangalore Rural,106.8
Karnataka,Bangalore Rural,148.9
Karnataka,Bangalore Rural,80.3
Karnataka,Bangalore Rural,162.8
Karnataka,Bangalore Rural,141.2
Karnataka,Bangalore Rural,121.2
Karnataka,Bangalore Rural,50.7
Karnataka,Bangalore Rural,157.7
Karnataka,Bangalore Rural,208.3
Karnataka,Bangalore Rural,99.1
Karnataka,Bangalore Rural,158.7
Karnataka,Bangalore Rural,114.8
Karnataka,Bangalore Rural,70.6
Karnataka,Bangalore Rural,85.5
Karnataka,Bangalore Rural,115.2
Karnataka,Bangalore Rural,140.4
Karnataka,Bangalore Rural,54.3
Karnataka,Bangalore Rural,88.3
Karnataka,Bangalore Rural,121.5
Karnataka,Bangalore Rural,63.3
Karnataka,Bangalore Rural,137.7
Karnataka,Bangalore Rural,197.6
Karnataka,Bangalore Rural,115.4
Karnataka,Bangalore Rural,153.1
Karnataka,Bangalore Rural,62.6
Karnataka,Bangalore Rural,91.6
Karnataka,Dharwad,164.8
Karnataka,Dharwad,58.6
Karnataka,Dharwad,88.1
Karnataka,Dharwad,171.4
Karnataka,Dharwad,92.6
Karnataka,Dharwad,30.0
Karnataka,Dharwad,94.6
Karnataka,Dharwad,198.5
Karnataka,Dharwad,184.8
Karnataka,Dharwad,116.4
Karnataka,Dharwad,109.5
Karnataka,Dharwad,226.2
Karnataka,Dharwad,77.9
Karnataka,Dharwad,91.1
Karnataka,Dharwad,167.7
Karnataka,Dharwad,81.0
Karnataka,Dharwad,136.5
Karnataka,Dharwad,64.4
Karnataka,Dharwad,187.1
Karnataka,Dharwad,100.5
Karnataka,Dharwad,90.8
Karnataka,Dharwad,82.1
Karnataka,Dharwad,68.3
Karnataka,Dharwad,104.3
Karnataka,Dharwad,13.9
Karnataka,Dharwad,70.9
Karnataka,Dharwad,120.8
Karnataka,Dharwad,124.0
Karnataka,Dharwad,116.8
Karnataka,Dharwad,85.8
Karnataka,Dharwad,188.1
Karnataka,Dharwad,159.1
Karnataka,Dharwad,115.3
Karnataka,Dharwad,114.8
Karnataka,Dharwad,98.7
Karnataka,Dharwad,91.1
Karnataka,Dharwad,112.9
Karnataka,Dharwad,162.5
Karnataka,Dharwad,99.9
Karnataka,Dharwad,177.6
Karnataka,Dharwad,90.7
Karnataka,Dharwad,187.1
Karnataka,Dharwad,106.6
Karnataka,Dharwad,150.6
Karnataka,Dharwad,222.4
Karnataka,Dharwad,228.8
Karnataka,Dharwad,59.6
Karnataka,Dharwad,166.5
Karnataka,Dharwad,77.5
Karnataka,Dharwad,136.9
Karnataka,Dharwad,142.0
Karnataka,Dharwad,158.8
Karnataka,Dharwad,62.4
Karnataka,Dharwad,67.0
Karnataka,Dharwad,82.8
Karnataka,Dharwad,146.2
Karnataka,Dharwad,131.1
Karnataka,Dharwad,138.5
Karnataka,Dharwad,67.1
Karnataka,Dharwad,127.5
Karnataka,Dharwad,90.3
Karnataka,Dharwad,92.3
Karnataka,Dharwad,114.2
Karnataka,Dharwad,51.8
Karnataka,Dharwad,143.9
Karnataka,Dharwad,55.5
Karnataka,Dharwad,101.5
Karnataka,Dharwad,153.4
Karnataka,Dharwad,52.0
Karnataka,Dharwad,56.9
Karnataka,Dharwad,166.6
Karnataka,Dharwad,71.6
Karnataka,Dharwad,163.6
Karnataka,Dharwad,139.8
Karnataka,Dharwad,59.7
Karnataka,Dharwad,127.7
Karnataka,Dharwad,140.4
Karnataka,Dharwad,57.3
Karnataka,Dharwad,122.7
Karnataka,Dharwad,157.6
Karnataka,Dharwad,116.3
Karnataka,Dharwad,126.7
Karnataka,Dharwad,113.7
Karnataka,Dharwad,166.1
Karnataka,Dharwad,115.6
Karnataka,Dharwad,88.6
Karnataka,Dharwad,109.9
Karnataka,Dharwad,49.6
Karnataka,Dharwad,10.0
Karnataka,Dharwad,82.7
Karnataka,Dharwad,188.6
Karnataka,Dharwad,165.8
Karnataka,Dharwad,46.1
Karnataka,Dharwad,72.8
Karnataka,Dharwad,91.9
Karnataka,Dharwad,111.4
Karnataka,Dharwad,73.6
Karnataka,Dharwad,92.4
Karnataka,Dharwad,166.1
Karnataka,Dharwad,75.0
Karnataka,Dharwad,145.3
Karnataka,Dharwad,154.3
Karnataka,Dharwad,227.9
Karnataka,Dharwad,89.1
Karnataka,Dharwad,69.7
Karnataka,Dharwad,42.6
Karnataka,Dharwad,149.7
Karnataka,Dharwad,139.3
Karnataka,Dharwad,115.3
Karnataka,Dharwad,134.5
Karnataka,Dharwad,123.7
Karnataka,Dharwad,101.6
Karnataka,Dharwad,104.9
Karnataka,Dharwad,115.6
Karnataka,Dharwad,230.3
Karnataka,Dharwad,161.0
Karnataka,Dharwad,67.6
Karnataka,Dharwad,137.9
Karnataka,Dharwad,119.7
Karnataka,Dharwad,201.3
Karnataka,Dharwad,176.6
Karnataka,Dharwad,115.5
Karnataka,Dharwad,118.7
Karnataka,Dharwad,68.9
Karnataka,Dharwad,149.5
Karnataka,Dharwad,171.6
Karnataka,Dharwad,125.5
Karnataka,Dharwad,131.9
Karnataka,Dharwad,105.3
Karnataka,Dharwad,159.7
Karnataka,Dharwad,59.6
Karnataka,Dharwad,69.7
Karnataka,Dharwad,161.8
Karnataka,Dharwad,56.5
Karnataka,Dharwad,91.5
Karnataka,Dharwad,107.5
Karnataka,Dharwad,141.2
Karnataka,Dharwad,126.9
Karnataka,Dharwad,10.0
Karnataka,Dharwad,146.1
Karnataka,Dharwad,110.1
Karnataka,Dharwad,168.0
Karnataka,Dharwad,76.4
Karnataka,Dharwad,190.9
Karnataka,Dharwad,67.1
Karnataka,Dharwad,99.2
Karnataka,Dharwad,176.7
Karnataka,Dharwad,221.5
Karnataka,Dharwad,67.2
Karnataka,Dharwad,232.2
Karnataka,Dharwad,12.9
Karnataka,Dharwad,154.0
Karnataka,Dharwad,199.3
Karnataka,Dharwad,73.6
Karnataka,Dharwad,175.3
Karnataka,Dharwad,97.0
Karnataka,Dharwad,86.3
Karnataka,Dharwad,59.0
Karnataka,Dharwad,116.5
Karnataka,Dharwad,126.4
Karnataka,Dharwad,66.3
Karnataka,Dharwad,184.1
Karnataka,Dharwad,92.6
Karnataka,Dharwad,118.3
Karnataka,Dharwad,130.4
Karnataka,Dharwad,254.8
Karnataka,Dharwad,177.7
Karnataka,Dharwad,156.7
Karnataka,Dharwad,100.1
Karnataka,Dharwad,136.8
Karnataka,Dharwad,141.5
Karnataka,Dharwad,118.6
Karnataka,Dharwad,163.1
Karnataka,Dharwad,260.9
Karnataka,Dharwad,70.0
Karnataka,Dharwad,138.6
Karnataka,Dharwad,137.6
Karnataka,Dharwad,109.3
Karnataka,Dharwad,89.9
Karnataka,Dharwad,87.5
Karnataka,Dharwad,220.9
Karnataka,Dharwad,127.1
Karnataka,Dharwad,165.6
Karnataka,Dharwad,107.4
Karnataka,Dharwad,139.5
Karnataka,Dharwad,143.2
Karnataka,Dharwad,109.2
Karnataka,Dharwad,131.9
Karnataka,Dharwad,177.8
Karnataka,Dharwad,69.9
Karnataka,Dharwad,130.2
Karnataka,Dharwad,145.8
Karnataka,Dharwad,155.9
Karnataka,Dharwad,163.2
Karnataka,Dharwad,152.6
Karnataka,Dharwad,173.8
Karnataka,Dharwad,101.8
Karnataka,Dharwad,185.6
Karnataka,Dharwad,125.6
Karnataka,Dharwad,159.3
Karnataka,Mysore,61.1
Karnataka,Mysore,149.8
Karnataka,Mysore,126.9
Karnataka,Mysore,106.5
Karnataka,Mysore,178.2
Karnataka,Mysore,130.1
Karnataka,Mysore,129.1
Karnataka,Mysore,55.7
Karnataka,Mysore,89.1
Karnataka,Mysore,128.3
Karnataka,Mysore,89.7
Karnataka,Mysore,185.3
Karnataka,Mysore,106.8
Karnataka,Mysore,76.6
Karnataka,Mysore,69.8
Karnataka,Mysore,114.0
Karnataka,Mysore,158.3
Karnataka,Mysore,77.7
Karnataka,Mysore,73.0
Karnataka,Mysore,94.1
Karnataka,Mysore,117.0
Karnataka,Mysore,72.4
Karnataka,Mysore,125.5
Karnataka,Mysore,190.0
Karnataka,Mysore,119.4
Karnataka,Mysore,101.6
Karnataka,Mysore,170.3
Karnataka,Mysore,68.2
Karnataka,Mysore,143.9
Karnataka,Mysore,121.2
Karnataka,Mysore,196.2
Karnataka,Mysore,176.4
Karnataka,Mysore,32.0
Karnataka,Mysore,129.4
Karnataka,Mysore,54.3
Karnataka,Mysore,171.3
Karnataka,Mysore,77.1
Karnataka,Mysore,155.4
Karnataka,Mysore,171.8
Karnataka,Mysore,38.0
Karnataka,Mysore,186.3
Karnataka,Mysore,170.5
Karnataka,Mysore,72.6
Karnataka,Mysore,172.3
Karnataka,Mysore,66.1
Karnataka,Mysore,160.9
Karnataka,Mysore,115.9
Karnataka,Mysore,56.1
Karnataka,Mysore,186.4
Karnataka,Mysore,186.3
Karnataka,Mysore,128.7
Karnataka,Mysore,121.0
Karnataka,Mysore,102.0
Karnataka,Mysore,144.9
Karnataka,Mysore,138.4
Karnataka,Mysore,188.7
Karnataka,Mysore,129.5
Karnataka,Mysore,183.0
Karnataka,Mysore,36.3
Karnataka,Mysore,156.5
Karnataka,Mysore,128.0
Karnataka,Mysore,136.2
Karnataka,Mysore,201.8
Karnataka,Mysore,169.8
Karnataka,Mysore,104.2
Karnataka,Mysore,81.6
Karnataka,Mysore,33.8
Karnataka,Mysore,140.3
Karnataka,Mysore,175.3
Karnataka,Mysore,177.1
Karnataka,Mysore,101.8
Karnataka,Mysore,176.3
Karnataka,Mysore,177.2
Karnataka,Mysore,163.5
Karnataka,Mysore,122.4
Karnataka,Mysore,118.0
Karnataka,Mysore,144.1
Karnataka,Mysore,150.7
Karnataka,Mysore,98.6
Karnataka,Mysore,103.7
Karnataka,Mysore,132.1
Karnataka,Mysore,92.2
Karnataka,Mysore,97.1
Karnataka,Mysore,40.8
Karnataka,Mysore,74.6
Karnataka,Mysore,153.5
Karnataka,Mysore,165.3
Karnataka,Mysore,118.2
Karnataka,Mysore,155.6
Karnataka,Mysore,19.6
Karnataka,Mysore,139.3
Karnataka,Mysore,54.3
Karnataka,Mysore,82.2
Karnataka,Mysore,149.2
Karnataka,Mysore,156.9
Karnataka,Mysore,34.3
Karnataka,Mysore,45.0
Karnataka,Mysore,89.8
Karnataka,Mysore,39.4
Karnataka,Mysore,101.4
Karnataka,Mysore,159.0
Karnataka,Mysore,50.2
Karnataka,Mysore,210.6
Karnataka,Mysore,108.3
Karnataka,Mysore,136.7
Karnataka,Mysore,73.7
Karnataka,Mysore,166.9
Karnataka,Mysore,130.5
Karnataka,Mysore,131.5
Karnataka,Mysore,137.4
Karnataka,Mysore,61.8
Karnataka,Mysore,138.5
Karnataka,Mysore,151.7
Karnataka,Mysore,51.1
Karnataka,Mysore,107.9
Karnataka,Mysore,106.2
Karnataka,Mysore,121.9
Karnataka,Mysore,152.5
Karnataka,Mysore,156.8
Karnataka,Mysore,115.5
Karnataka,Mysore,163.0
Karnataka,Mysore,58.0
Karnataka,Mysore,131.8
Karnataka,Mysore,29.4
Karnataka,Mysore,97.6
Karnataka,Mysore,141.7
Karnataka,Mysore,152.1
Karnataka,Mysore,133.2
Karnataka,Mysore,190.8
Karnataka,Mysore,124.9
Karnataka,Mysore,43.3
Karnataka,Mysore,17.7
Karnataka,Mysore,75.4
Karnataka,Mysore,75.1
Karnataka,Mysore,121.7
Karnataka,Mysore,95.2
Karnataka,Mysore,77.2
Karnataka,Mysore,93.8
Karnataka,Mysore,104.8
Karnataka,Mysore,82.4
Karnataka,Mysore,121.8
Karnataka,Mysore,162.6
Karnataka,Mysore,90.8
Karnataka,Mysore,123.7
Karnataka,Mysore,213.1
Karnataka,Mysore,131.0
Karnataka,Mysore,169.1
Karnataka,Mysore,98.7
Karnataka,Mysore,172.6
Karnataka,Mysore,83.8
Karnataka,Mysore,147.1
Karnataka,Mysore,168.5
Karnataka,Mysore,189.4
Karnataka,Mysore,125.7
Karnataka,Mysore,107.9
Karnataka,Mysore,57.8
Karnataka,Mysore,116.7
