State,District,Temperature,Humidity,Wind_Speed,Solar_Radiation,Sunshine_Hours
Punjab,Patiala,10.0,90.9,13.1,14.2,9.0
Punjab,Patiala,29.5,72.1,14.4,25.2,8.4
Punjab,Patiala,25.2,54.7,4.3,23.4,7.2
Punjab,Patiala,19.7,79.7,9.6,19.9,7.6
Punjab,Patiala,25.4,73.4,13.5,18.4,6.9
Punjab,Patiala,23.7,65.0,10.0,25.1,6.5
Punjab,Patiala,19.7,82.3,10.4,21.3,8.1
Punjab,Patiala,21.5,66.1,9.1,22.5,9.2
Punjab,Patiala,27.0,73.7,6.6,23.1,7.3
Punjab,Patiala,19.0,76.6,13.2,24.0,8.0
Punjab,Patiala,20.7,66.5,14.3,14.6,6.7
Punjab,Patiala,11.0,74.2,14.4,16.9,5.9
Punjab,Patiala,26.8,62.9,14.4,19.9,6.7
Punjab,Patiala,24.9,70.3,17.0,17.1,5.5
Punjab,Patiala,21.9,74.8,11.9,27.2,9.3
Punjab,Patiala,19.4,70.6,7.1,24.2,6.5
Punjab,Patiala,23.0,67.4,8.0,23.3,5.9
Punjab,Patiala,19.4,78.5,9.6,26.0,6.0
Punjab,Patiala,16.2,70.5,17.4,20.0,9.0
Punjab,Patiala,15.3,66.3,11.6,15.0,5.1
Punjab,Patiala,20.8,85.8,13.2,17.3,4.4
Punjab,Patiala,20.1,65.6,13.7,19.0,8.4
Punjab,Patiala,25.8,69.3,12.3,20.1,4.9
Punjab,Patiala,25.6,87.0,12.7,16.9,7.5
Punjab,Patiala,19.8,70.3,11.6,11.4,7.6
Punjab,Patiala,33.1,56.6,15.8,21.6,6.1
Punjab,Patiala,15.3,72.6,13.6,14.0,8.9
Punjab,Patiala,19.5,74.9,14.6,23.6,6.0
Punjab,Patiala,32.1,60.8,15.2,18.0,7.6
Punjab,Patiala,21.4,74.7,15.6,17.6,6.2
Punjab,Patiala,11.7,71.8,12.0,20.4,7.3
Punjab,Patiala,25.8,64.9,13.5,19.9,6.1
Punjab,Patiala,18.6,79.2,15.0,23.0,7.2
Punjab,Patiala,10.8,53.4,11.7,13.9,9.2
Punjab,Patiala,18.0,67.3,17.7,24.1,8.0
Punjab,Patiala,23.1,62.4,14.8,20.9,7.3
Punjab,Patiala,25.2,76.6,9.6,23.7,7.4
Punjab,Patiala,22.4,56.8,8.6,14.2,11.1
Punjab,Patiala,33.3,53.0,8.0,18.0,9.2
Punjab,Patiala,25.1,91.7,11.6,17.2,7.6
Punjab,Patiala,21.1,69.7,12.8,28.5,7.7
Punjab,Patiala,16.7,67.1,14.7,22.4,8.3
Punjab,Patiala,13.5,54.4,12.1,21.8,6.3
Punjab,Patiala,29.5,75.4,10.9,31.1,6.8
Punjab,Patiala,20.2,65.8,12.6,15.7,8.6
Punjab,Patiala,26.4,76.7,11.1,18.2,8.4
Punjab,Patiala,23.1,62.0,6.4,18.4,8.3
Punjab,Patiala,24.5,54.9,15.0,27.4,7.0
Punjab,Patiala,21.0,64.8,11.4,24.8,6.3
Punjab,Patiala,23.2,67.2,13.1,18.9,8.7
Punjab,Patiala,27.2,73.7,11.9,23.1,6.4
Punjab,Patiala,24.1,64.9,13.1,16.2,9.3
Punjab,Patiala,15.7,68.7,8.1,24.7,9.8
Punjab,Patiala,16.0,73.2,11.6,22.0,9.9
Punjab,Patiala,23.9,62.3,10.4,18.6,6.4
Punjab,Patiala,25.8,78.5,16.3,18.3,9.2
Punjab,Patiala,30.4,56.7,11.0,19.6,8.7
Punjab,Patiala,28.7,52.7,10.5,24.6,6.2
Punjab,Patiala,26.0,75.7,14.8,23.2,6.9
Punjab,Patiala,20.7,66.5,13.2,11.5,8.2
Punjab,Patiala,30.6,72.0,12.1,20.3,8.3
Punjab,Patiala,27.7,69.3,12.0,14.5,7.6
Punjab,Patiala,16.0,64.5,15.1,24.1,8.2
Punjab,Patiala,28.1,53.5,17.4,16.6,8.0
Punjab,Patiala,18.7,73.1,12.6,24.6,11.2
Punjab,Patiala,26.4,68.8,17.1,13.2,6.6
Punjab,Patiala,20.8,67.2,10.3,22.8,7.5
Punjab,Patiala,21.3,84.1,11.2,24.1,7.1
Punjab,Patiala,20.7,62.4,8.1,17.4,4.8
Punjab,Patiala,23.3,66.9,15.8,17.1,7.1
Punjab,Patiala,28.1,78.9,12.9,15.9,8.4
Punjab,Patiala,20.6,64.8,16.5,25.9,6.2
Punjab,Patiala,30.6,69.1,14.8,27.3,7.3
Punjab,Patiala,23.3,77.2,17.2,20.1,8.7
Punjab,Patiala,18.1,55.2,10.5,17.3,9.0
Punjab,Patiala,21.6,63.9,9.8,18.3,8.9
Punjab,Patiala,17.5,68.7,11.4,21.4,10.3
Punjab,Patiala,18.7,73.2,12.5,18.1,7.6
Punjab,Patiala,31.1,69.3,12.3,18.5,8.1
Punjab,Patiala,17.0,71.2,13.8,16.6,9.9
Punjab,Patiala,29.8,92.5,14.2,21.7,7.4
Punjab,Patiala,22.3,79.3,12.6,19.4,8.3
Punjab,Patiala,18.9,85.8,12.5,23.1,6.3
Punjab,Patiala,21.8,66.1,11.4,15.5,9.1
Punjab,Patiala,24.4,55.8,11.9,19.1,8.1
Punjab,Patiala,21.3,80.9,15.4,28.8,4.2
Punjab,Patiala,28.8,77.9,12.0,19.0,7.4
Punjab,Patiala,23.2,64.6,7.7,17.9,7.1
Punjab,Patiala,24.9,58.1,14.4,15.2,8.1
Punjab,Patiala,24.8,68.7,12.6,22.8,6.6
Punjab,Patiala,23.5,66.5,17.2,22.2,5.9
Punjab,Patiala,31.1,80.0,8.9,13.9,5.7
Punjab,Patiala,17.1,71.5,12.7,22.9,7.0
Punjab,Patiala,20.7,71.1,15.9,12.4,7.1
Punjab,Patiala,28.6,70.7,11.6,16.7,8.9
Punjab,Patiala,19.6,65.1,16.6,15.8,9.9
Karnataka,Bangalore Rural,22.8,70.2,13.4,20.1,6.7
Karnataka,Bangalore Rural,23.7,65.1,13.8,29.3,8.5
Karnataka,Bangalore Rural,21.1,72.6,11.5,19.3,7.3
Karnataka,Bangalore Rural,24.4,79.1,18.8,22.6,5.9
Karnataka,Bangalore Rural,15.6,69.3,15.5,19.2,7.2
Karnataka,Bangalore Rural,26.5,69.7,15.6,14.0,8.2
Karnataka,Bangalore Rural,13.1,72.7,15.2,13.5,4.1
Karnataka,Bangalore Rural,26.3,74.5,9.2,21.0,6.7
Karnataka,Bangalore Rural,21.1,67.3,8.5,23.6,5.9
Karnataka,Bangalore Rural,22.5,76.5,10.0,18.9,6.7
Karnataka,Bangalore Rural,30.6,79.1,14.8,28.8,8.0
Karnataka,Bangalore Rural,20.3,55.6,10.4,20.6,8.9
Karnataka,Bangalore Rural,18.7,85.8,7.9,18.5,8.1
Karnataka,Bangalore Rural,22.7,74.8,12.9,22.6,7.1
Karnataka,Bangalore Rural,20.5,61.8,19.0,19.7,8.2
Karnataka,Bangalore Rural,20.9,85.9,12.5,21.3,6.2
Karnataka,Bangalore Rural,30.8,72.2,17.9,17.6,6.8
Karnataka,Bangalore Rural,19.4,67.2,14.5,11.8,7.4
Karnataka,Bangalore Rural,18.1,61.1,13.9,21.2,8.8
Karnataka,Bangalore Rural,23.9,71.8,10.8,16.3,8.4
Karnataka,Bangalore Rural,20.7,74.0,12.5,11.8,8.2
Karnataka,Bangalore Rural,18.9,78.6,6.9,27.6,6.6
Karnataka,Bangalore Rural,24.4,62.9,10.8,22.7,7.2
Karnataka,Bangalore Rural,21.3,78.5,13.1,21.8,6.6
Karnataka,Bangalore Rural,25.3,71.1,13.8,21.5,9.2
Karnataka,Bangalore Rural,24.5,58.4,10.7,20.9,8.1
Karnataka,Bangalore Rural,15.4,60.1,15.8,27.9,5.0
Karnataka,Bangalore Rural,23.3,70.5,15.5,22.0,8.7
Karnataka,Bangalore Rural,10.6,69.9,9.8,16.5,5.7
Karnataka,Bangalore Rural,23.1,73.3,14.4,18.4,9.6
Karnataka,Bangalore Rural,17.3,55.7,13.2,17.3,8.3
Karnataka,Bangalore Rural,18.7,64.2,10.5,17.1,7.5
Karnataka,Bangalore Rural,23.2,62.7,9.0,22.0,8.1
Karnataka,Bangalore Rural,25.6,59.6,10.0,23.3,8.8
Karnataka,Bangalore Rural,20.0,60.5,10.4,16.1,8.7
Karnataka,Bangalore Rural,25.6,70.8,10.5,16.5,6.6
Karnataka,Bangalore Rural,17.6,72.3,14.8,23.2,6.2
Karnataka,Bangalore Rural,19.0,64.5,15.6,14.7,7.5
Karnataka,Bangalore Rural,17.6,68.1,14.6,18.7,6.4
Karnataka,Bangalore Rural,25.7,71.3,13.9,21.1,5.7
Karnataka,Bangalore Rural,28.5,68.0,15.0,18.6,8.3
Karnataka,Bangalore Rural,27.1,78.8,12.8,18.6,5.4
Karnataka,Bangalore Rural,15.8,81.2,10.0,23.2,8.9
Karnataka,Bangalore Rural,24.3,73.9,9.0,14.6,6.5
Karnataka,Bangalore Rural,30.3,83.7,12.6,25.2,6.1
Karnataka,Bangalore Rural,20.2,85.9,18.8,23.1,5.1
Karnataka,Bangalore Rural,28.7,67.3,14.7,20.4,9.0
Karnataka,Bangalore Rural,22.2,97.3,15.4,15.0,5.0
Karnataka,Bangalore Rural,13.7,75.9,15.4,9.6,9.3
Karnataka,Bangalore Rural,23.8,86.2,9.6,21.2,7.9
Karnataka,Bangalore Rural,18.1,57.3,15.3,20.9,8.1
Karnataka,Bangalore Rural,28.8,69.6,13.4,21.4,8.1
Karnataka,Bangalore Rural,15.0,69.8,16.0,19.5,6.8
Karnataka,Bangalore Rural,26.8,70.1,10.6,16.6,7.4
Karnataka,Bangalore Rural,18.7,79.0,10.2,21.1,8.1
Karnataka,Bangalore Rural,25.2,85.7,8.4,22.4,8.4
Karnataka,Bangalore Rural,16.6,72.6,11.2,25.6,6.6
Karnataka,Bangalore Rural,20.9,66.2,10.0,13.8,6.3
Karnataka,Bangalore Rural,22.7,72.8,14.9,24.2,8.1
Karnataka,Bangalore Rural,26.0,75.2,9.2,21.5,7.5
Karnataka,Bangalore Rural,19.2,70.1,13.6,19.2,9.0
Karnataka,Bangalore Rural,23.7,78.7,16.3,18.4,6.8
Karnataka,Bangalore Rural,27.8,62.3,12.2,18.1,6.0
Karnataka,Bangalore Rural,24.5,67.3,9.7,23.7,5.5
Karnataka,Bangalore Rural,21.3,78.9,15.2,21.7,6.2
Karnataka,Bangalore Rural,22.8,73.6,11.2,21.5,5.3
Karnataka,Bangalore Rural,13.2,63.6,14.6,23.4,5.6
Karnataka,Bangalore Rural,29.3,70.9,7.9,21.2,9.4
Karnataka,Bangalore Rural,19.6,79.8,16.8,20.2,6.4
Karnataka,Bangalore Rural,27.9,81.7,8.7,19.6,8.6
Karnataka,Bangalore Rural,25.9,67.1,9.6,26.3,7.6
Karnataka,Bangalore Rural,21.1,64.1,11.9,13.7,9.0
Karnataka,Bangalore Rural,20.6,49.0,9.5,23.8,7.3
Karnataka,Bangalore Rural,18.1,71.3,11.6,20.4,8.0
Karnataka,Bangalore Rural,17.9,64.2,10.3,17.2,6.6
Karnataka,Bangalore Rural,20.5,63.9,13.0,18.7,6.4
Karnataka,Bangalore Rural,12.4,61.0,11.4,23.8,7.4
Karnataka,Bangalore Rural,14.4,71.0,11.1,22.3,5.3
Karnataka,Bangalore Rural,28.1,74.5,11.9,13.8,5.3
Karnataka,Bangalore Rural,25.4,78.0,15.6,26.7,8.6
Karnataka,Bangalore Rural,24.0,93.9,10.9,19.6,5.2
Karnataka,Bangalore Rural,25.1,68.0,10.6,17.6,6.3
Karnataka,Bangalore Rural,21.2,55.6,8.4,15.6,6.6
Karnataka,Bangalore Rural,19.7,49.5,11.0,16.6,8.7
Karnataka,Bangalore Rural,17.5,80.0,17.7,24.7,6.0
Karnataka,Bangalore Rural,24.6,60.4,10.0,17.0,7.7
Karnataka,Bangalore Rural,17.6,70.4,16.3,15.6,5.1
Karnataka,Bangalore Rural,18.8,84.3,14.6,16.6,5.9
Karnataka,Bangalore Rural,23.6,71.0,14.4,15.4,7.4
Karnataka,Bangalore Rural,26.5,81.3,8.8,19.7,7.1
Karnataka,Bangalore Rural,17.8,62.6,14.2,16.9,7.3
Karnataka,Bangalore Rural,24.4,87.5,13.4,22.9,7.9
Karnataka,Bangalore Rural,21.0,67.8,12.2,11.4,7.0
Karnataka,Bangalore Rural,24.2,62.6,16.9,20.5,7.3
Karnataka,Bangalore Rural,26.2,75.6,15.9,25.3,9.7
Karnataka,Bangalore Rural,24.3,59.6,11.8,26.6,7.9
Karnataka,Bangalore Rural,19.8,64.6,9.3,23.7,6.8
Karnataka,Bangalore Rural,17.1,61.3,4.7,22.8,7.1
Karnataka,Bangalore Rural,15.9,83.9,12.6,11.0,8.6
Karnataka,Bangalore Rural,16.9,76.0,14.0,20.5,5.6
Karnataka,Bangalore Rural,15.8,69.5,9.7,24.9,7.3
Karnataka,Bangalore Rural,17.0,80.0,6.8,19.5,8.3
Karnataka,Bangalore Rural,16.9,65.7,10.5,15.5,7.6
Karnataka,Bangalore Rural,26.3,90.0,14.8,18.9,9.2
Karnataka,Bangalore Rural,16.4,64.6,15.4,17.4,7.6
Karnataka,Bangalore Rural,18.5,67.8,12.3,21.9,7.7
Karnataka,Bangalore Rural,25.6,73.9,11.9,17.6,6.1
Karnataka,Bangalore Rural,10.0,68.8,9.1,16.5,7.0
Karnataka,Bangalore Rural,19.4,75.5,12.0,26.5,10.8
Karnataka,Bangalore Rural,20.5,61.5,7.2,27.3,6.4
Karnataka,Bangalore Rural,19.3,63.0,11.5,18.1,8.7
Karnataka,Bangalore Rural,10.0,68.1,14.7,17.2,8.4
Karnataka,Bangalore Rural,22.4,62.8,7.1,21.6,8.0
Karnataka,Bangalore Rural,18.3,77.6,11.0,24.1,8.0
Karnataka,Bangalore Rural,29.4,73.6,12.6,12.5,7.6
Karnataka,Bangalore Rural,20.8,86.2,13.1,23.1,9.6
Karnataka,Bangalore Rural,28.7,69.1,18.9,18.0,9.5
Karnataka,Bangalore Rural,18.3,78.6,9.6,22.5,6.2
Karnataka,Bangalore Rural,16.8,60.3,14.0,22.0,8.2
Karnataka,Bangalore Rural,23.1,65.2,10.3,15.9,5.9
Karnataka,Bangalore Rural,28.1,59.4,9.7,16.0,5.5
Karnataka,Bangalore Rural,23.5,64.6,12.0,19.5,7.9
Karnataka,Bangalore Rural,22.5,81.8,10.5,17.6,7.4
Karnataka,Bangalore Rural,21.6,55.2,7.8,19.4,9.6
Karnataka,Bangalore Rural,29.4,58.8,11.2,20.7,8.0
Karnataka,Bangalore Rural,17.1,87.0,10.8,21.5,7.0
Karnataka,Bangalore Rural,20.4,77.6,15.5,22.7,6.2
Karnataka,Bangalore Rural,15.3,96.6,13.4,16.4,8.9
Karnataka,Bangalore Rural,17.5,89.7,11.3,23.4,7.4
Karnataka,Bangalore Rural,14.4,60.2,10.2,17.3,7.8
Karnataka,Bangalore Rural,10.0,71.9,6.6,21.4,6.3
Karnataka,Bangalore Rural,22.7,56.7,10.6,11.8,5.6
Karnataka,Bangalore Rural,29.0,84.3,8.8,18.6,8.2
Karnataka,Bangalore Rural,22.4,64.2,7.8,23.5,6.7
Karnataka,Bangalore Rural,13.8,69.5,11.5,18.0,7.7
Karnataka,Bangalore Rural,20.9,81.2,9.8,16.9,8.7
Karnataka,Bangalore Rural,34.5,93.4,14.7,18.6,6.7
Karnataka,Bangalore Rural,20.1,52.6,14.5,25.3,7.3
Karnataka,Bangalore Rural,32.5,97.3,15.2,17.3,6.2
Karnataka,Bangalore Rural,25.9,80.5,10.5,15.4,4.9
Karnataka,Bangalore Rural,16.8,65.8,15.8,17.7,2.9
Karnataka,Bangalore Rural,18.7,66.7,11.4,9.7,7.0
Karnataka,Bangalore Rural,28.6,65.3,10.5,16.9,7.7
Karnataka,Bangalore Rural,14.4,58.7,15.9,22.7,6.7
Karnataka,Bangalore Rural,24.4,60.8,9.7,16.2,5.1
Karnataka,Bangalore Rural,21.5,89.9,6.5,26.7,3.4
Karnataka,Bangalore Rural,24.5,51.4,14.0,16.7,8.6
Karnataka,Bangalore Rural,18.0,74.9,11.9,24.8,7.2
Karnataka,Bangalore Rural,23.0,70.6,15.1,23.7,7.6
Karnataka,Bangalore Rural,13.3,60.2,14.8,13.8,6.4
Karnataka,Bangalore Rural,18.9,67.6,11.4,20.1,5.9
Karnataka,Bangalore Rural,17.6,87.7,16.7,22.0,8.4
Karnataka,Bangalore Rural,23.3,69.3,9.8,25.7,10.3
Karnataka,Bangalore Rural,19.1,80.8,11.1,16.7,6.8
Karnataka,Bangalore Rural,19.9,75.6,11.0,23.3,6.3
Karnataka,Bangalore Rural,21.5,58.3,8.5,21.3,7.6
Karnataka,Bangalore Rural,19.5,60.3,8.9,21.3,6.4
Karnataka,Bangalore Rural,30.0,71.4,14.0,25.5,6.2
Karnataka,Bangalore Rural,24.1,74.7,10.9,13.7,4.2
Karnataka,Bangalore Rural,17.3,80.9,10.1,23.7,6.3
Karnataka,Bangalore Rural,22.1,75.0,15.5,18.0,6.5
Karnataka,Bangalore Rural,12.0,65.4,22.4,19.0,5.3
Karnataka,Bangalore Rural,21.1,77.1,10.6,15.5,11.3
Karnataka,Bangalore Rural,23.9,85.3,11.3,27.1,8.9
Karnataka,Bangalore Rural,24.6,57.7,10.3,21.8,7.0
Karnataka,Bangalore Rural,23.9,65.2,13.8,17.4,8.2
Karnataka,Bangalore Rural,17.0,66.6,11.9,16.4,6.5
Karnataka,Bangalore Rural,23.4,77.1,13.3,22.0,7.6
Karnataka,Bangalore Rural,18.5,52.7,10.9,19.5,6.6
Karnataka,Bangalore Rural,29.8,72.8,12.2,22.2,10.5
Karnataka,Bangalore Rural,20.6,60.4,13.5,15.4,6.1
Karnataka,Bangalore Rural,29.1,83.0,14.5,21.6,5.7
Karnataka,Bangalore Rural,18.0,83.2,11.0,16.8,7.2
Karnataka,Bangalore Rural,24.9,67.9,12.0,11.3,7.4
Karnataka,Bangalore Rural,27.0,69.3,18.7,17.1,6.8
Karnataka,Bangalore Rural,18.6,63.0,14.1,18.9,10.4
Karnataka,Bangalore Rural,23.2,61.3,9.5,26.7,7.8
Karnataka,Bangalore Rural,28.5,70.7,12.5,25.4,8.1
Karnataka,Bangalore Rural,23.8,65.9,15.1,19.7,6.7
Karnataka,Bangalore Rural,32.8,67.0,10.1,24.5,8.5
Karnataka,Bangalore Rural,18.7,69.2,14.5,20.8,8.7
Karnataka,Bangalore Rural,22.0,78.2,11.6,17.4,9.1
Karnataka,Bangalore Rural,23.5,76.9,16.2,17.7,8.3
Karnataka,Bangalore Rural,33.6,68.4,8.9,23.3,5.0
Karnataka,Bangalore Rural,16.5,70.1,12.4,20.8,10.8
Karnataka,Bangalore Rural,22.4,64.2,10.6,18.2,5.7
Karnataka,Bangalore Rural,24.8,73.0,13.9,23.2,8.4
Karnataka,Bangalore Rural,15.1,67.2,11.8,25.5,9.7
Karnataka,Bangalore Rural,19.9,60.1,13.0,18.7,7.4
Karnataka,Bangalore Rural,28.1,72.7,11.1,17.4,5.3
Karnataka,Bangalore Rural,24.8,72.8,14.2,19.9,5.9
Karnataka,Bangalore Rural,22.3,81.4,12.7,26.6,7.9
Karnataka,Bangalore Rural,31.8,90.5,9.8,17.4,6.8
Karnataka,Bangalore Rural,13.5,74.6,13.8,20.8,5.7
Karnataka,Bangalore Rural,29.9,51.2,8.5,23.5,8.0
Karnataka,Bangalore Rural,18.9,70.5,12.9,24.7,5.7
Karnataka,Bangalore Rural,23.5,80.8,9.5,19.8,7.4
Karnataka,Bangalore Rural,13.9,72.9,13.6,26.0,7.5
Karnataka,Bangalore Rural,24.2,84.7,10.6,15.3,7.7
Karnataka,Bangalore Rural,21.0,69.1,11.2,16.6,8.9
Karnataka,Dharwad,21.9,92.5,9.4,28.0,7.9
Karnataka,Dharwad,22.1,59.0,10.5,25.0,3.5
Karnataka,Dharwad,13.0,53.9,16.0,22.7,6.0
Karnataka,Dharwad,19.6,71.3,15.6,15.9,7.7
Karnataka,Dharwad,20.3,69.0,9.8,20.8,6.3
Karnataka,Dharwad,22.5,85.6,15.6,25.6,8.0
Karnataka,Dharwad,27.7,52.0,7.4,16.0,6.1
Karnataka,Dharwad,27.2,54.9,8.4,19.5,7.7
Karnataka,Dharwad,26.4,67.3,12.0,23.5,6.2
Karnataka,Dharwad,22.6,75.7,11.4,23.4,6.2
Karnataka,Dharwad,29.8,66.9,11.2,14.2,5.8
Karnataka,Dharwad,17.9,58.7,9.0,20.2,8.4
Karnataka,Dharwad,23.4,38.0,9.4,24.5,5.5
Karnataka,Dharwad,21.4,59.0,16.4,16.8,8.5
Karnataka,Dharwad,18.4,45.7,13.9,12.3,6.1
Karnataka,Dharwad,31.3,100.0,12.6,16.4,7.5
Karnataka,Dharwad,15.4,65.8,17.3,20.8,5.4
Karnataka,Dharwad,24.0,52.9,6.9,23.1,6.4
Karnataka,Dharwad,29.9,59.5,16.2,26.6,7.7
Karnataka,Dharwad,20.5,64.0,10.9,13.6,8.5
Karnataka,Dharwad,25.0,67.7,12.6,18.2,5.7
Karnataka,Dharwad,15.5,64.3,11.3,24.6,8.5
Karnataka,Dharwad,29.7,76.9,7.7,14.1,5.9
Karnataka,Dharwad,20.2,62.2,14.6,24.7,5.7
Karnataka,Dharwad,13.8,86.4,13.2,17.9,9.9
Karnataka,Dharwad,28.2,64.1,15.1,24.6,8.8
Karnataka,Dharwad,28.3,60.5,12.6,26.6,6.9
Karnataka,Dharwad,18.8,71.1,7.8,21.3,5.0
Karnataka,Dharwad,28.3,53.8,15.0,17.1,5.9
Karnataka,Dharwad,22.1,73.0,12.8,21.4,8.5
Karnataka,Dharwad,11.9,71.4,8.4,14.9,5.8
Karnataka,Dharwad,12.1,69.9,7.2,21.6,9.8
Karnataka,Dharwad,29.8,59.1,8.9,23.1,7.6
Karnataka,Dharwad,21.6,56.9,12.9,23.5,6.3
Karnataka,Dharwad,24.3,71.6,10.5,19.8,5.9
Karnataka,Dharwad,26.3,59.7,10.7,23.6,6.7
Karnataka,Dharwad,17.3,71.8,17.9,24.7,8.4
Karnataka,Dharwad,27.0,75.2,13.2,23.7,8.0
Karnataka,Dharwad,21.7,71.9,13.5,21.2,8.0
Karnataka,Dharwad,17.1,67.9,8.7,21.1,8.0
Karnataka,Dharwad,28.6,73.0,11.4,18.3,8.5
Karnataka,Dharwad,18.6,71.5,15.4,28.1,9.2
Karnataka,Dharwad,19.4,62.5,14.4,19.1,5.3
Karnataka,Dharwad,35.0,71.7,16.2,18.7,7.5
Karnataka,Dharwad,22.8,67.3,10.2,28.8,8.0
Karnataka,Dharwad,14.1,71.0,8.2,16.6,7.7
Karnataka,Dharwad,24.7,44.8,17.6,17.4,7.2
Karnataka,Dharwad,29.7,87.1,10.6,24.3,7.7
Karnataka,Dharwad,35.3,63.3,17.4,17.7,5.9
Karnataka,Dharwad,20.5,53.6,9.7,18.7,7.1
Karnataka,Dharwad,26.6,78.2,12.4,13.1,4.3
Karnataka,Dharwad,19.4,61.6,10.7,26.5,6.6
Karnataka,Dharwad,17.7,70.0,10.9,22.4,7.9
Karnataka,Dharwad,31.3,67.1,18.3,22.8,8.3
Karnataka,Dharwad,12.1,48.6,7.7,20.9,8.6
Karnataka,Dharwad,24.7,70.4,15.2,24.8,7.0
Karnataka,Dharwad,24.8,73.8,14.9,21.3,7.9
Karnataka,Dharwad,19.0,72.1,11.5,15.7,7.9
Karnataka,Dharwad,16.9,69.6,11.4,17.8,9.6
Karnataka,Dharwad,30.2,67.0,15.5,13.7,5.7
Karnataka,Dharwad,21.7,59.3,13.6,21.2,7.4
Karnataka,Dharwad,33.8,73.7,14.2,21.9,6.1
Karnataka,Dharwad,31.8,56.0,13.4,23.0,9.0
Karnataka,Dharwad,20.4,77.4,9.4,26.7,7.3
Karnataka,Dharwad,19.5,63.6,13.4,13.7,8.8
Karnataka,Dharwad,19.0,83.0,8.8,20.5,8.3
Karnataka,Dharwad,25.3,64.8,8.8,18.2,9.2
Karnataka,Dharwad,32.5,53.8,10.3,13.1,6.7
Karnataka,Dharwad,18.8,58.0,17.5,24.6,7.9
Karnataka,Dharwad,21.4,78.9,9.5,21.0,6.6
Karnataka,Dharwad,33.7,56.4,11.7,14.8,8.6
Karnataka,Dharwad,25.7,63.0,8.8,18.5,6.5
Karnataka,Dharwad,22.3,86.2,14.5,23.0,7.5
Karnataka,Dharwad,35.2,71.2,14.7,24.4,7.4
Karnataka,Dharwad,23.0,64.3,12.6,25.9,9.2
Karnataka,Dharwad,25.4,79.1,12.4,23.8,7.3
Karnataka,Dharwad,13.8,88.3,11.9,24.2,7.0
Karnataka,Dharwad,10.0,69.3,7.0,23.0,7.2
Karnataka,Dharwad,28.1,72.3,9.4,22.7,5.2
Karnataka,Dharwad,20.5,51.4,13.6,21.0,7.7
Karnataka,Dharwad,17.3,83.5,15.2,20.9,6.6
Karnataka,Dharwad,20.3,69.8,9.2,23.4,9.4
Karnataka,Dharwad,30.5,66.6,16.6,25.8,6.6
Karnataka,Dharwad,17.0,80.9,10.9,17.1,8.7
Karnataka,Dharwad,15.1,65.5,6.9,16.6,6.5
Karnataka,Dharwad,18.2,65.7,6.3,16.0,9.5
Karnataka,Dharwad,23.5,64.9,10.5,23.1,7.6
Karnataka,Dharwad,16.4,64.7,8.8,17.2,8.5
Karnataka,Dharwad,24.9,80.3,12.9,14.0,5.6
Karnataka,Dharwad,24.4,71.0,9.0,18.6,10.3
Karnataka,Dharwad,26.7,85.0,9.0,26.7,6.7
Karnataka,Dharwad,29.9,73.6,14.4,22.8,7.6
Karnataka,Dharwad,24.9,59.8,12.1,23.1,7.7
Karnataka,Dharwad,20.2,72.3,8.4,24.2,4.4
Karnataka,Dharwad,21.9,77.6,12.7,18.1,9.1
Karnataka,Dharwad,18.6,86.8,11.9,19.0,8.6
Karnataka,Dharwad,20.4,71.0,14.2,15.1,8.4
Karnataka,Dharwad,13.5,69.9,11.4,14.8,10.0
Karnataka,Dharwad,22.8,63.5,12.9,29.9,6.0
Karnataka,Dharwad,25.3,60.9,13.9,17.4,7.3
Karnataka,Dharwad,22.8,83.2,8.1,26.8,4.6
Karnataka,Dharwad,23.6,70.6,12.1,20.1,8.3
Karnataka,Dharwad,24.3,68.2,14.6,19.1,7.6
Karnataka,Dharwad,27.8,81.9,15.6,15.9,8.1
Karnataka,Dharwad,24.3,87.7,14.9,17.5,6.9
Karnataka,Dharwad,10.0,69.2,11.4,17.9,6.3
Karnataka,Dharwad,29.7,43.1,8.7,29.5,9.0
Karnataka,Dharwad,23.5,70.0,10.7,14.9,8.1
Karnataka,Dharwad,26.0,63.1,7.0,22.7,8.7
Karnataka,Dharwad,26.2,68.4,6.0,15.1,9.4
Karnataka,Dharwad,15.2,77.0,9.4,15.5,10.2
Karnataka,Dharwad,31.3,71.6,11.0,24.1,5.1
Karnataka,Dharwad,28.1,90.2,14.2,15.3,9.8
Karnataka,Dharwad,23.6,68.6,9.6,15.4,9.2
Karnataka,Dharwad,21.6,69.1,12.9,12.2,7.5
Karnataka,Dharwad,22.0,85.0,15.0,15.1,6.9
Karnataka,Dharwad,27.2,57.0,17.6,19.8,8.3
Karnataka,Dharwad,19.8,65.4,9.7,26.1,8.4
Karnataka,Dharwad,17.2,77.1,15.3,24.3,7.9
Karnataka,Dharwad,22.9,60.7,16.5,22.7,9.0
Karnataka,Dharwad,12.6,79.6,12.6,23.3,5.7
Karnataka,Dharwad,31.1,63.5,16.0,19.2,10.3
Karnataka,Dharwad,23.5,88.8,12.3,15.5,7.9
Karnataka,Dharwad,21.3,64.0,16.2,14.6,10.4
Karnataka,Dharwad,21.1,56.4,13.7,20.7,7.3
Karnataka,Dharwad,18.9,83.1,14.1,18.1,8.1
Karnataka,Dharwad,18.1,79.8,18.8,24.4,6.5
